net_profit_margin,kepuasan_pelanggan,peak_hour_latency,review_volatility,repeat_order_rate,digital_adoption_score,monthly_revenue,business_tenure_months,class,business_tenure_months_numeric,business_tenure_years,year_revenue
0.89,4.11,Med,0.457,21.66,1.5,7699875.0,Di atas 24 Bulan,Growth,110,9.166666666666666,92398500.0
27.54,4.69,Low,0.133,23.11,5.39,8649813.0,Di atas 24 Bulan,Growth,57,4.75,103797756.0
-25.03,2.05,High,0.549,5.73,2.18,7510975.0,Di atas 24 Bulan,Critical,66,5.5,90131700.0
17.61,4.25,Low,0.245,16.43,4.09,7451269.0,Di atas 24 Bulan,Growth,133,11.083333333333334,89415228.0
-20.62,3.7,High,0.578,23.75,3.32,6345095.0,Di atas 24 Bulan,Struggling,53,4.416666666666667,76141140.0
-10.02,3.69,High,0.587,15.66,3.04,10733588.0,Di atas 24 Bulan,Struggling,137,11.416666666666666,128803056.0
15.21,3.92,Low,0.228,15.46,3.3,4272511.0,Di bawah 24 Bulan,Growth,23,1.9166666666666667,51270132.0
-35.0,1.86,High,0.512,20.53,1.0,2204047.0,Di atas 24 Bulan,Critical,75,6.25,26448564.0
29.79,4.56,Med,0.456,35.51,3.21,8939404.0,Di atas 24 Bulan,Elite,169,14.083333333333334,107272848.0
18.93,4.86,Low,0.13,37.15,7.2,14607820.0,Di bawah 24 Bulan,Elite,20,1.6666666666666667,175293840.0
-3.1,3.45,Med,0.542,29.06,2.69,4022387.0,Di atas 24 Bulan,Growth,134,11.166666666666666,48268644.0
2.36,4.35,Med,0.455,27.7,4.65,8559824.0,Di atas 24 Bulan,Growth,91,7.583333333333333,102717888.0
0.7,4.13,Med,0.545,11.88,2.45,5632394.0,Di atas 24 Bulan,Growth,62,5.166666666666667,67588728.0
-5.29,4.18,Med,0.385,10.42,1.0,3678708.0,Di bawah 24 Bulan,Growth,16,1.3333333333333333,44144496.0
-8.81,4.54,Med,0.454,20.59,5.82,8241384.0,Di bawah 24 Bulan,Struggling,11,0.9166666666666666,98896608.0
16.79,4.71,Low,0.4,28.46,6.85,5114089.0,Di atas 24 Bulan,Elite,92,7.666666666666667,61369068.0
35.46,5.0,Low,0.336,27.66,4.43,13410981.0,Di atas 24 Bulan,Elite,55,4.583333333333333,160931772.0
-19.08,3.29,High,0.71,11.85,1.0,8673997.0,Di atas 24 Bulan,Struggling,132,11.0,104087964.0
16.3,4.82,Med,0.368,15.88,4.2,24554942.0,Di atas 24 Bulan,Growth,86,7.166666666666667,294659304.0
5.98,4.13,Low,0.206,17.43,3.77,6884635.0,Di atas 24 Bulan,Growth,94,7.833333333333333,82615620.0
-8.89,4.27,Med,0.442,18.52,3.86,6976937.0,Di atas 24 Bulan,Struggling,113,9.416666666666666,83723244.0
-2.43,3.59,High,0.667,23.35,4.04,13282505.0,Di atas 24 Bulan,Struggling,174,14.5,159390060.0
-8.11,3.99,Med,0.465,6.64,2.1,3017269.0,Di bawah 24 Bulan,Struggling,10,0.8333333333333334,36207228.0
-12.65,3.98,High,0.776,23.04,4.19,18649463.0,Di atas 24 Bulan,Struggling,177,14.75,223793556.0
9.78,4.29,Low,0.336,9.23,1.31,1871839.0,Di atas 24 Bulan,Growth,37,3.0833333333333335,22462068.0
7.2,4.14,Med,0.411,13.19,3.67,6437763.0,Di atas 24 Bulan,Growth,83,6.916666666666667,77253156.0
8.66,4.28,Low,0.199,17.72,1.64,7092090.0,Di atas 24 Bulan,Growth,166,13.833333333333334,85105080.0
11.85,4.76,Low,0.062,16.47,4.88,4776020.0,Di atas 24 Bulan,Growth,52,4.333333333333333,57312240.0
-4.62,3.51,High,0.624,9.6,1.0,16910663.0,Di atas 24 Bulan,Struggling,106,8.833333333333334,202927956.0
6.98,4.03,Med,0.179,24.57,2.72,15510460.0,Di atas 24 Bulan,Growth,134,11.166666666666666,186125520.0
-27.56,2.12,High,0.677,13.36,1.0,1500000.0,Di bawah 24 Bulan,Critical,4,0.3333333333333333,18000000.0
-7.02,3.75,Med,0.405,14.95,3.28,5912226.0,Di atas 24 Bulan,Struggling,136,11.333333333333334,70946712.0
-6.26,4.24,Med,0.479,25.32,5.23,5157589.0,Di atas 24 Bulan,Struggling,56,4.666666666666667,61891068.0
-18.65,3.55,High,0.727,15.16,2.93,6858932.0,Di atas 24 Bulan,Struggling,108,9.0,82307184.0
17.81,4.55,Med,0.348,26.97,5.26,3734396.0,Di bawah 24 Bulan,Elite,6,0.5,44812752.0
1.21,3.76,Low,0.278,21.87,4.61,2533948.0,Di atas 24 Bulan,Growth,56,4.666666666666667,30407376.0
11.27,4.57,Med,0.312,28.36,2.57,9337703.0,Di atas 24 Bulan,Growth,148,12.333333333333334,112052436.0
24.25,4.99,Low,0.11,24.86,5.25,6194783.0,Di atas 24 Bulan,Elite,46,3.8333333333333335,74337396.0
-3.93,4.05,High,0.503,24.33,4.3,12197753.0,Di atas 24 Bulan,Struggling,164,13.666666666666666,146373036.0
23.17,4.4,Low,0.19,26.68,3.2,4584816.0,Di bawah 24 Bulan,Growth,16,1.3333333333333333,55017792.0
-8.28,3.56,Med,0.442,2.0,1.0,10045603.0,Di atas 24 Bulan,Growth,97,8.083333333333334,120547236.0
-5.84,3.51,High,0.649,11.55,2.08,5013581.0,Di atas 24 Bulan,Struggling,50,4.166666666666667,60162972.0
-2.94,4.2,Med,0.425,4.42,2.88,1500000.0,Di bawah 24 Bulan,Growth,17,1.4166666666666667,18000000.0
27.01,4.81,Low,0.287,30.68,6.17,5036583.0,Di atas 24 Bulan,Elite,42,3.5,60438996.0
-27.41,3.06,Med,0.618,12.14,1.0,2635554.0,Di atas 24 Bulan,Critical,84,7.0,31626648.0
4.04,4.51,Low,0.29,5.64,3.7,17558855.0,Di atas 24 Bulan,Growth,113,9.416666666666666,210706260.0
1.88,4.19,Low,0.323,9.83,2.59,5323570.0,Di atas 24 Bulan,Growth,55,4.583333333333333,63882840.0
9.38,4.23,Med,0.361,14.65,2.95,4365482.0,Di atas 24 Bulan,Growth,26,2.1666666666666665,52385784.0
3.69,4.01,Med,0.384,28.11,2.02,4297244.0,Di atas 24 Bulan,Growth,156,13.0,51566928.0
11.29,4.07,Low,0.156,32.99,3.59,2444589.0,Di atas 24 Bulan,Growth,126,10.5,29335068.0
-35.0,3.0,High,0.782,6.82,1.55,3117629.0,Di atas 24 Bulan,Critical,43,3.5833333333333335,37411548.0
-15.21,3.46,High,0.681,15.91,2.05,4664786.0,Di atas 24 Bulan,Struggling,159,13.25,55977432.0
-7.97,3.95,Med,0.589,24.06,4.33,9010138.0,Di bawah 24 Bulan,Struggling,17,1.4166666666666667,108121656.0
-2.4,4.04,Med,0.423,15.97,2.48,5300352.0,Di atas 24 Bulan,Growth,47,3.9166666666666665,63604224.0
20.81,4.67,Low,0.194,29.22,4.61,12129531.0,Di atas 24 Bulan,Elite,67,5.583333333333333,145554372.0
-15.64,3.7,Low,0.29,15.78,3.93,4678626.0,Di atas 24 Bulan,Struggling,91,7.583333333333333,56143512.0
-4.31,3.65,Med,0.408,6.43,1.0,4408055.0,Di atas 24 Bulan,Struggling,73,6.083333333333333,52896660.0
-7.28,4.19,Med,0.477,17.78,4.95,2946843.0,Di bawah 24 Bulan,Struggling,11,0.9166666666666666,35362116.0
15.41,4.42,Low,0.31,20.82,5.05,6836822.0,Di atas 24 Bulan,Growth,90,7.5,82041864.0
32.47,4.77,Low,0.321,21.99,5.14,22620577.0,Di atas 24 Bulan,Growth,131,10.916666666666666,271446924.0
-24.54,3.1,High,0.661,15.75,1.0,8637887.0,Di atas 24 Bulan,Struggling,138,11.5,103654644.0
-31.22,1.78,High,0.665,4.4,1.0,2005504.0,Di atas 24 Bulan,Critical,65,5.416666666666667,24066048.0
-5.59,4.33,Med,0.652,29.44,4.24,5938931.0,Di atas 24 Bulan,Struggling,141,11.75,71267172.0
21.04,4.22,Low,0.166,16.22,3.67,7175848.0,Di atas 24 Bulan,Growth,83,6.916666666666667,86110176.0
-29.18,3.49,High,0.776,20.67,1.53,3947743.0,Di atas 24 Bulan,Critical,138,11.5,47372916.0
10.26,4.49,Low,0.297,22.7,1.7,3581616.0,Di atas 24 Bulan,Growth,165,13.75,42979392.0
22.26,4.38,Low,0.163,22.71,4.52,8496040.0,Di atas 24 Bulan,Growth,165,13.75,101952480.0
-25.59,1.74,High,0.591,9.92,1.63,2493299.0,Di atas 24 Bulan,Critical,35,2.9166666666666665,29919588.0
-3.17,3.59,Med,0.503,20.7,2.0,6033077.0,Di atas 24 Bulan,Growth,125,10.416666666666666,72396924.0
18.73,4.49,Low,0.188,6.34,4.43,5764003.0,Di bawah 24 Bulan,Growth,7,0.5833333333333334,69168036.0
-9.89,2.99,High,0.696,16.85,1.0,2570521.0,Di atas 24 Bulan,Struggling,43,3.5833333333333335,30846252.0
13.1,5.0,Low,0.23,16.8,4.97,4938540.0,Di atas 24 Bulan,Growth,30,2.5,59262480.0
-33.52,2.74,High,0.5,12.28,4.74,6780995.0,Di atas 24 Bulan,Critical,137,11.416666666666666,81371940.0
3.87,3.57,Med,0.371,25.04,1.29,4386124.0,Di atas 24 Bulan,Growth,74,6.166666666666667,52633488.0
8.19,4.53,Low,0.152,22.94,5.98,8529184.0,Di bawah 24 Bulan,Growth,14,1.1666666666666667,102350208.0
1.29,4.1,High,0.697,21.56,3.64,29485689.0,Di atas 24 Bulan,Growth,164,13.666666666666666,353828268.0
25.74,4.81,Low,0.106,20.99,6.18,4875331.0,Di atas 24 Bulan,Growth,35,2.9166666666666665,58503972.0
-10.6,4.19,Med,0.687,16.17,3.95,3555210.0,Di atas 24 Bulan,Struggling,50,4.166666666666667,42662520.0
-2.81,4.07,High,0.595,26.34,2.5,11913560.0,Di atas 24 Bulan,Growth,153,12.75,142962720.0
22.68,4.71,Low,0.266,19.78,4.59,6777081.0,Di atas 24 Bulan,Growth,64,5.333333333333333,81324972.0
-12.07,3.91,Med,0.596,22.39,4.14,9717391.0,Di atas 24 Bulan,Struggling,39,3.25,116608692.0
-20.01,3.19,Med,0.596,22.0,1.13,8670512.0,Di atas 24 Bulan,Critical,101,8.416666666666666,104046144.0
-0.05,3.96,Med,0.502,25.02,3.42,9903306.0,Di atas 24 Bulan,Growth,174,14.5,118839672.0
-5.86,3.65,Med,0.488,7.43,1.23,2983112.0,Di atas 24 Bulan,Struggling,106,8.833333333333334,35797344.0
13.64,4.59,Low,0.206,33.47,4.4,2732618.0,Di atas 24 Bulan,Elite,37,3.0833333333333335,32791416.0
4.66,4.31,Med,0.348,19.83,2.54,5910720.0,Di atas 24 Bulan,Growth,103,8.583333333333334,70928640.0
-0.36,3.76,Med,0.535,29.76,1.0,9501343.0,Di atas 24 Bulan,Growth,177,14.75,114016116.0
4.08,4.2,Med,0.436,26.1,4.54,21050491.0,Di atas 24 Bulan,Growth,133,11.083333333333334,252605892.0
-3.52,3.36,Med,0.372,15.83,2.78,1903682.0,Di bawah 24 Bulan,Growth,3,0.25,22844184.0
5.65,4.62,Low,0.111,19.85,6.13,3322563.0,Di bawah 24 Bulan,Growth,7,0.5833333333333334,39870756.0
-0.24,3.98,Med,0.356,24.9,3.47,10072303.0,Di atas 24 Bulan,Growth,144,12.0,120867636.0
-29.88,3.38,Med,0.395,21.15,1.0,4185802.0,Di atas 24 Bulan,Critical,105,8.75,50229624.0
-19.62,3.22,High,0.543,4.8,1.0,3127690.0,Di atas 24 Bulan,Critical,29,2.4166666666666665,37532280.0
18.93,4.48,Low,0.393,31.67,5.85,9426994.0,Di atas 24 Bulan,Elite,139,11.583333333333334,113123928.0
-12.12,4.36,Med,0.451,16.42,3.1,7698041.0,Di bawah 24 Bulan,Struggling,17,1.4166666666666667,92376492.0
-6.11,4.03,Low,0.171,4.64,2.24,9922515.0,Di atas 24 Bulan,Struggling,92,7.666666666666667,119070180.0
-19.72,3.4,Med,0.401,7.94,1.0,2032787.0,Di atas 24 Bulan,Critical,44,3.6666666666666665,24393444.0
-4.24,3.95,Med,0.559,15.4,2.51,11086189.0,Di atas 24 Bulan,Struggling,126,10.5,133034268.0
11.08,4.76,Low,0.383,18.5,5.28,6548885.0,Di atas 24 Bulan,Growth,65,5.416666666666667,78586620.0
2.85,4.55,Low,0.315,20.91,6.05,6501585.0,Di atas 24 Bulan,Growth,98,8.166666666666666,78019020.0
8.9,4.41,Low,0.157,28.3,7.84,6273851.0,Di atas 24 Bulan,Growth,54,4.5,75286212.0
7.88,4.58,Low,0.225,15.06,2.67,2908487.0,Di atas 24 Bulan,Growth,98,8.166666666666666,34901844.0
-9.12,3.39,Med,0.523,5.08,1.29,7108598.0,Di atas 24 Bulan,Struggling,134,11.166666666666666,85303176.0
11.03,3.94,Low,0.306,22.73,3.45,8008087.0,Di atas 24 Bulan,Growth,153,12.75,96097044.0
22.29,4.47,Low,0.23,17.9,5.59,23077861.0,Di atas 24 Bulan,Growth,145,12.083333333333334,276934332.0
9.08,4.54,Low,0.341,26.13,4.34,4067475.0,Di atas 24 Bulan,Growth,173,14.416666666666666,48809700.0
7.06,4.67,Med,0.277,21.17,1.69,9948947.0,Di atas 24 Bulan,Growth,31,2.5833333333333335,119387364.0
23.41,4.54,Low,0.314,24.26,6.17,8131469.0,Di atas 24 Bulan,Elite,38,3.1666666666666665,97577628.0
5.03,4.02,Low,0.06,21.21,3.53,1745257.0,Di bawah 24 Bulan,Growth,15,1.25,20943084.0
-28.93,2.5,High,0.632,3.02,1.0,4501820.0,Di atas 24 Bulan,Critical,162,13.5,54021840.0
14.4,4.61,Low,0.321,16.1,4.72,15771922.0,Di atas 24 Bulan,Growth,73,6.083333333333333,189263064.0
28.43,4.46,Low,0.06,12.13,1.41,6781057.0,Di atas 24 Bulan,Growth,88,7.333333333333333,81372684.0
14.65,3.97,Low,0.137,25.29,3.83,5361978.0,Di atas 24 Bulan,Growth,30,2.5,64343736.0
-8.76,3.64,Med,0.562,26.29,5.2,3486036.0,Di atas 24 Bulan,Struggling,68,5.666666666666667,41832432.0
26.24,4.42,Low,0.338,14.29,4.67,6089867.0,Di atas 24 Bulan,Growth,172,14.333333333333334,73078404.0
15.16,4.3,Low,0.423,13.95,1.4,5616726.0,Di atas 24 Bulan,Growth,47,3.9166666666666665,67400712.0
19.83,4.08,Low,0.189,16.87,2.62,4859048.0,Di atas 24 Bulan,Growth,64,5.333333333333333,58308576.0
0.93,4.11,Med,0.526,15.91,3.74,11942149.0,Di atas 24 Bulan,Growth,136,11.333333333333334,143305788.0
-10.89,4.15,High,0.493,14.25,2.66,3344007.0,Di atas 24 Bulan,Struggling,30,2.5,40128084.0
10.14,4.52,Med,0.374,18.57,4.63,6210304.0,Di atas 24 Bulan,Growth,30,2.5,74523648.0
7.52,4.1,Med,0.308,19.16,4.79,8745835.0,Di atas 24 Bulan,Growth,110,9.166666666666666,104950020.0
-5.11,4.27,Low,0.321,14.83,4.84,5194729.0,Di atas 24 Bulan,Struggling,46,3.8333333333333335,62336748.0
-4.0,4.11,High,0.653,19.86,2.9,6849327.0,Di atas 24 Bulan,Struggling,86,7.166666666666667,82191924.0
-1.74,4.22,Med,0.395,15.73,1.21,5544318.0,Di atas 24 Bulan,Growth,32,2.6666666666666665,66531816.0
-2.79,4.84,Med,0.425,17.61,3.21,3078469.0,Di atas 24 Bulan,Growth,77,6.416666666666667,36941628.0
-12.58,3.66,Med,0.485,11.0,2.21,3943644.0,Di atas 24 Bulan,Struggling,130,10.833333333333334,47323728.0
-2.09,4.42,Med,0.511,14.28,3.66,6540538.0,Di atas 24 Bulan,Growth,94,7.833333333333333,78486456.0
1.26,4.09,High,0.751,25.63,2.87,6094460.0,Di atas 24 Bulan,Growth,131,10.916666666666666,73133520.0
4.45,4.21,Med,0.477,30.32,3.24,14124916.0,Di atas 24 Bulan,Growth,123,10.25,169498992.0
18.8,4.48,Low,0.294,17.05,2.6,6760534.0,Di atas 24 Bulan,Growth,29,2.4166666666666665,81126408.0
11.21,4.43,Low,0.176,24.76,2.52,11662547.0,Di atas 24 Bulan,Growth,123,10.25,139950564.0
3.81,4.44,Low,0.262,39.86,5.73,10786948.0,Di atas 24 Bulan,Growth,118,9.833333333333334,129443376.0
11.1,4.57,Low,0.072,2.29,2.49,3884232.0,Di bawah 24 Bulan,Growth,5,0.4166666666666667,46610784.0
-5.16,4.06,Med,0.339,20.32,1.73,5245096.0,Di atas 24 Bulan,Struggling,105,8.75,62941152.0
-6.55,3.75,Low,0.228,26.58,3.79,6424028.0,Di atas 24 Bulan,Struggling,157,13.083333333333334,77088336.0
7.52,4.74,Med,0.45,23.6,4.53,7796776.0,Di atas 24 Bulan,Growth,139,11.583333333333334,93561312.0
6.59,4.03,Med,0.48,26.6,3.42,7544812.0,Di atas 24 Bulan,Growth,64,5.333333333333333,90537744.0
-8.75,3.8,Med,0.44,16.74,1.0,6416353.0,Di atas 24 Bulan,Struggling,167,13.916666666666666,76996236.0
-18.87,3.55,Med,0.506,13.74,3.34,9261381.0,Di atas 24 Bulan,Struggling,53,4.416666666666667,111136572.0
-5.49,3.79,Med,0.48,17.16,3.28,4947225.0,Di atas 24 Bulan,Struggling,174,14.5,59366700.0
11.84,4.45,Med,0.548,23.79,3.72,7219708.0,Di atas 24 Bulan,Growth,154,12.833333333333334,86636496.0
-18.56,3.88,Med,0.378,15.4,2.54,4102737.0,Di atas 24 Bulan,Critical,61,5.083333333333333,49232844.0
-20.92,3.78,Med,0.397,32.13,2.57,5223279.0,Di atas 24 Bulan,Struggling,120,10.0,62679348.0
12.52,4.31,Med,0.344,10.57,2.69,5237023.0,Di atas 24 Bulan,Growth,162,13.5,62844276.0
-22.65,3.73,Med,0.461,15.75,3.65,7860650.0,Di atas 24 Bulan,Critical,98,8.166666666666666,94327800.0
11.76,4.11,Med,0.498,25.25,2.76,10601566.0,Di atas 24 Bulan,Growth,115,9.583333333333334,127218792.0
-23.99,3.28,High,0.686,3.42,1.0,7884635.0,Di atas 24 Bulan,Critical,64,5.333333333333333,94615620.0
-3.72,4.32,Med,0.503,20.77,4.97,12277496.0,Di atas 24 Bulan,Growth,54,4.5,147329952.0
-7.21,2.93,High,0.736,13.25,1.0,2251570.0,Di bawah 24 Bulan,Struggling,14,1.1666666666666667,27018840.0
-20.54,3.48,Med,0.504,12.22,1.0,5282801.0,Di atas 24 Bulan,Struggling,41,3.4166666666666665,63393612.0
13.12,4.17,Med,0.487,26.23,5.5,7715187.0,Di atas 24 Bulan,Growth,132,11.0,92582244.0
-8.46,3.91,Med,0.486,17.35,4.52,55647595.0,Di atas 24 Bulan,Struggling,133,11.083333333333334,667771140.0
-9.16,3.01,Med,0.48,22.47,2.0,7426402.0,Di atas 24 Bulan,Struggling,115,9.583333333333334,89116824.0
-11.16,4.18,High,0.515,19.5,4.25,17902221.0,Di atas 24 Bulan,Struggling,103,8.583333333333334,214826652.0
7.27,4.02,Med,0.378,26.38,3.3,8402427.0,Di atas 24 Bulan,Growth,115,9.583333333333334,100829124.0
18.75,4.46,Med,0.264,37.2,5.48,10816346.0,Di atas 24 Bulan,Elite,83,6.916666666666667,129796152.0
14.63,4.5,Med,0.375,32.77,6.12,18050129.0,Di atas 24 Bulan,Elite,115,9.583333333333334,216601548.0
17.15,4.03,Low,0.272,16.41,5.04,5622812.0,Di bawah 24 Bulan,Growth,4,0.3333333333333333,67473744.0
-3.32,3.98,Med,0.349,26.06,2.72,7646814.0,Di atas 24 Bulan,Growth,132,11.0,91761768.0
-0.32,3.99,Med,0.394,9.46,4.66,5804459.0,Di atas 24 Bulan,Growth,56,4.666666666666667,69653508.0
26.32,4.55,Low,0.422,24.35,4.49,7186962.0,Di atas 24 Bulan,Elite,89,7.416666666666667,86243544.0
11.0,4.1,Med,0.399,15.47,4.46,6525634.0,Di atas 24 Bulan,Growth,131,10.916666666666666,78307608.0
6.44,4.65,Low,0.109,19.1,5.71,6101522.0,Di atas 24 Bulan,Growth,149,12.416666666666666,73218264.0
10.57,4.47,Low,0.081,29.78,3.2,11000865.0,Di atas 24 Bulan,Growth,128,10.666666666666666,132010380.0
-7.3,3.7,Med,0.462,25.33,3.65,6407516.0,Di atas 24 Bulan,Struggling,132,11.0,76890192.0
12.03,4.64,Low,0.33,31.74,5.03,5718042.0,Di atas 24 Bulan,Elite,55,4.583333333333333,68616504.0
-5.27,4.36,Med,0.478,20.12,3.52,12642384.0,Di atas 24 Bulan,Struggling,174,14.5,151708608.0
13.89,4.15,Low,0.25,23.97,4.86,18634708.0,Di atas 24 Bulan,Growth,162,13.5,223616496.0
-14.39,3.49,High,0.659,18.2,1.85,7324659.0,Di atas 24 Bulan,Struggling,162,13.5,87895908.0
21.03,5.0,Low,0.152,26.26,5.31,10938906.0,Di atas 24 Bulan,Elite,70,5.833333333333333,131266872.0
-17.81,4.35,Med,0.514,11.78,4.9,17183230.0,Di atas 24 Bulan,Struggling,125,10.416666666666666,206198760.0
-6.12,4.04,Med,0.479,24.08,4.32,15449781.0,Di atas 24 Bulan,Struggling,147,12.25,185397372.0
3.51,4.26,Med,0.51,24.79,2.55,9325023.0,Di atas 24 Bulan,Growth,40,3.3333333333333335,111900276.0
11.06,4.44,Low,0.127,22.93,3.46,9486851.0,Di atas 24 Bulan,Growth,26,2.1666666666666665,113842212.0
-0.47,4.08,Med,0.533,16.87,3.18,5047405.0,Di atas 24 Bulan,Growth,71,5.916666666666667,60568860.0
28.71,4.96,Med,0.475,33.52,6.9,8578939.0,Di atas 24 Bulan,Elite,118,9.833333333333334,102947268.0
-14.11,3.95,Med,0.484,22.12,2.28,6155194.0,Di atas 24 Bulan,Struggling,100,8.333333333333334,73862328.0
12.56,4.05,Med,0.388,4.0,3.44,7178241.0,Di atas 24 Bulan,Growth,141,11.75,86138892.0
17.73,3.66,Med,0.343,29.74,2.38,4409179.0,Di atas 24 Bulan,Growth,146,12.166666666666666,52910148.0
1.74,4.08,Med,0.261,17.07,2.86,5953654.0,Di atas 24 Bulan,Growth,99,8.25,71443848.0
-35.0,2.72,High,0.801,3.31,1.5,5831564.0,Di atas 24 Bulan,Critical,126,10.5,69978768.0
-3.21,3.62,Med,0.415,2.0,2.09,5839387.0,Di atas 24 Bulan,Growth,72,6.0,70072644.0
-13.58,3.78,Low,0.208,11.58,3.11,12159805.0,Di atas 24 Bulan,Struggling,95,7.916666666666667,145917660.0
7.35,4.13,Med,0.501,20.87,2.11,3233070.0,Di bawah 24 Bulan,Growth,5,0.4166666666666667,38796840.0
-5.73,3.96,Med,0.324,20.87,2.5,9193684.0,Di atas 24 Bulan,Growth,150,12.5,110324208.0
26.45,4.83,Low,0.162,15.56,4.54,12922045.0,Di atas 24 Bulan,Growth,166,13.833333333333334,155064540.0
-18.77,4.16,High,0.788,20.55,7.4,12881948.0,Di atas 24 Bulan,Struggling,149,12.416666666666666,154583376.0
-6.03,3.88,High,0.442,14.03,1.54,3857104.0,Di atas 24 Bulan,Struggling,92,7.666666666666667,46285248.0
22.65,4.95,Low,0.26,25.89,5.07,16215244.0,Di atas 24 Bulan,Elite,149,12.416666666666666,194582928.0
-8.09,3.98,Med,0.395,22.96,2.35,17093773.0,Di atas 24 Bulan,Struggling,150,12.5,205125276.0
25.46,4.52,Low,0.216,23.7,2.21,11887076.0,Di atas 24 Bulan,Growth,98,8.166666666666666,142644912.0
10.66,4.16,Med,0.319,14.45,2.8,2742767.0,Di atas 24 Bulan,Growth,54,4.5,32913204.0
35.13,5.0,Low,0.313,38.28,5.85,8894915.0,Di atas 24 Bulan,Elite,163,13.583333333333334,106738980.0
12.34,4.43,Med,0.478,33.44,4.64,14660838.0,Di atas 24 Bulan,Growth,170,14.166666666666666,175930056.0
